Código Región,Nombre Región,Pertenencia al SNSS,Tipo Establecimiento (Unidad),Ámbito de Funcionamiento,Nombre Oficial,Dependencia Administrativa,Nivel de Atención,Código Comuna,Nombre Comuna,Tiene Servicio de Urgencia,Tipo de Urgencia ,Clasificación Tipo de SAPU,LATITUD [Grados decimales],LONGITUD [Grados decimales],Tipo de Prestador Sistema de Salud,Estado de Funcionamiento,Nivel de Complejidad,Tipo de Atención 
7,Región Del Maule,No perteneciente al Sistema Nacional de Servicios de Salud,Laboratorio Clínico,Establecimiento de Salud,Laboratorio Clínico Alcántara,Privado,No Aplica,7301,Curicó,NO,No Aplica,No Aplica,-34.982374,-71.239959,Privado,Vigente en operación habitual,No Aplica,No Aplica
4,Región De Coquimbo,No perteneciente al Sistema Nacional de Servicios de Salud,Clínica Dental,Establecimiento de Salud,Centro Odontológico Uno Salud Dental Coquimbo,Privado,No Aplica,4102,Coquimbo,NO,No Aplica,No Aplica,-29.959585,-71.336624,Privado,Vigente en operación habitual,Mediana Complejidad,Atención Abierta-Ambulatoria
7,Región Del Maule,Perteneciente al Sistema Nacional de Servicios de Salud,Centro Comunitario de Salud Mental  (COSAM),Unidad de Atención,COSAMl Rayún,Servicio de Salud,Secundario,7301,Curicó,NO,No Aplica,No Aplica,-34.981182,-71.245271,Público ,Vigente en operación habitual,Mediana Complejidad,Atención Abierta-Ambulatoria
7,Región Del Maule,No perteneciente al Sistema Nacional de Servicios de Salud,Laboratorio Clínico,Establecimiento de Salud,Laboratorio Clínico Fundación Betania,Privado,No Aplica,7301,Curicó,NO,No Aplica,No Aplica,-34.98062,-71.235608,Privado,Vigente en operación habitual,No Aplica,No Aplica
7,Región Del Maule,No perteneciente al Sistema Nacional de Servicios de Salud,Centro de Salud Privado,Establecimiento de Salud,Policlínico Centro de Cumplimiento Penitenciario de Curicó,Gendamería,Secundario,7301,Curicó,NO,No Aplica,No Aplica,-34.980551,-71.235014,Fuerzas Armadas y de Orden,Vigente en operación habitual,Baja Complejidad,Atención Abierta-Ambulatoria
7,Región Del Maule,Perteneciente al Sistema Nacional de Servicios de Salud,Posta de Salud Rural (PSR),Establecimiento de Salud,Posta de Salud Rural Clara Sanhueza Matamala,Municipal,Primario,7306,Romeral,NO,No Aplica,No Aplica,-34.978528,-70.983239,Público ,Vigente en operación habitual,Baja Complejidad,Atención Abierta-Ambulatoria
7,Región Del Maule,Perteneciente al Sistema Nacional de Servicios de Salud,Servicio de Atención Primaria de Urgencia de Alta Resolutividad (SAR),Establecimiento de Salud,SAR Bombero Garrido,Municipal,Primario,7301,Curicó,SI,Urgencia ambulatoria (SAR),No Aplica,-34.977179,-71.264039,Público ,Vigente en operación habitual,Baja Complejidad,Atención Abierta-Ambulatoria
7,Región Del Maule,No perteneciente al Sistema Nacional de Servicios de Salud,Centro de Salud Privado,Establecimiento de Salud,Policlínico Instituto de Seguridad del Trabajo de Curicó,Privado,Secundario,7301,Curicó,NO,No Aplica,No Aplica,-34.976668,-71.210153,Privado,Vigente en operación habitual,Baja Complejidad,Atención Abierta-Ambulatoria
7,Región Del Maule,Perteneciente al Sistema Nacional de Servicios de Salud,Servicio de Atención Primaria de Urgencia (SAPU),Establecimiento de Salud,SAPU Curicó Centro,Municipal,Primario,7301,Curicó,SI,Urgencia Ambulatoria (SAPU),Largo,-34.976651,-71.237891,Público ,Vigente en operación habitual,Baja Complejidad,Atención Abierta-Ambulatoria
7,Región Del Maule,Perteneciente al Sistema Nacional de Servicios de Salud,Centro de Salud Familiar (CESFAM),Establecimiento de Salud,Centro de Salud Familiar Curicó Centro,Municipal,Primario,7301,Curicó,NO,No Aplica,No Aplica,-34.97649,-71.23778,Público ,Vigente en operación habitual,Baja Complejidad,Atención Abierta-Ambulatoria
7,Región Del Maule,Perteneciente al Sistema Nacional de Servicios de Salud,Hospital,Establecimiento de Salud,Hospital de Hualañé,Servicio de Salud,Pendiente,7302,Hualañé,SI,Urgencia Hospitalaria (UEH),No Aplica,-34.97638,-71.80556,Público ,Vigente en operación habitual,Baja Complejidad,Atención Cerrada-Hospitalaria
7,Región Del Maule,Perteneciente al Sistema Nacional de Servicios de Salud,Centro de Salud Familiar (CESFAM),Establecimiento de Salud,Centro De Salud Familiar A.S. Betty Muñoz Arce (Ex Sol de Septiembre),Municipal,Primario,7301,Curicó,NO,No Aplica,No Aplica,-34.97605,-71.21886,Público ,Vigente en operación habitual,Baja Complejidad,Atención Abierta-Ambulatoria
7,Región Del Maule,Perteneciente al Sistema Nacional de Servicios de Salud,Centro de Salud Familiar (CESFAM),Establecimiento de Salud,Centro de Salud Familiar Colón,Municipal,Primario,7301,Curicó,NO,No Aplica,No Aplica,-34.97288,-71.24795,Público ,Vigente en operación habitual,Baja Complejidad,Atención Abierta-Ambulatoria
7,Región Del Maule,Perteneciente al Sistema Nacional de Servicios de Salud,Posta de Salud Rural (PSR),Establecimiento de Salud,Posta de Salud Rural El Manzano ( Teno),Municipal,Primario,7308,Teno,NO,No Aplica,No Aplica,-34.97237,-70.92763,Público ,Vigente en operación habitual,Baja Complejidad,Atención Abierta-Ambulatoria
7,Región Del Maule,Perteneciente al Sistema Nacional de Servicios de Salud,Posta de Salud Rural (PSR),Establecimiento de Salud,Posta de Salud Rural La Pesca,Municipal,Primario,7303,Licantén,NO,No Aplica,No Aplica,-34.96583,-72.18398,Público ,Vigente en operación habitual,Baja Complejidad,Atención Abierta-Ambulatoria
7,Región Del Maule,Perteneciente al Sistema Nacional de Servicios de Salud,Posta de Salud Rural (PSR),Establecimiento de Salud,Posta de Salud Rural Tutuquén,Municipal,Primario,7301,Curicó,NO,No Aplica,No Aplica,-34.980201,-71.345423,Público ,Vigente en operación habitual,Baja Complejidad,Atención Abierta-Ambulatoria
7,Región Del Maule,Perteneciente al Sistema Nacional de Servicios de Salud,Servicio de Urgencia Rural (SUR),Establecimiento de Salud,SUR Romeral,Municipal,Primario,7306,Romeral,SI,Urgencia Ambulatoria (SUR),No Aplica,-34.95981,-71.127052,Público ,Vigente en operación habitual,Baja Complejidad,Atención Abierta-Ambulatoria
7,Región Del Maule,Perteneciente al Sistema Nacional de Servicios de Salud,Centro de Salud Familiar (CESFAM),Establecimiento de Salud,Centro de Salud Familiar EU Nancy González Díaz de Romeral ,Municipal,Primario,7306,Romeral,NO,No Aplica,No Aplica,-34.95238,-71.12284,Público ,Vigente en operación habitual,Baja Complejidad,Atención Abierta-Ambulatoria
7,Región Del Maule,Perteneciente al Sistema Nacional de Servicios de Salud,Centro Comunitario de Salud Familiar (CECOSF),Establecimiento de Salud,Centro Comunitario de Salud Familiar Doña Carmen de Sarmiento,Municipal,Primario,7301,Curicó,NO,No Aplica,No Aplica,-34.94485,-71.20368,Público ,Vigente en operación habitual,Baja Complejidad,Atención Abierta-Ambulatoria
7,Región Del Maule,Perteneciente al Sistema Nacional de Servicios de Salud,Posta de Salud Rural (PSR),Establecimiento de Salud,Posta de Salud Rural Barba Rubia,Municipal,Primario,7302,Hualañé,NO,No Aplica,No Aplica,-34.94422,-71.652568,Público ,Vigente en operación habitual,Baja Complejidad,Atención Abierta-Ambulatoria
7,Región Del Maule,Perteneciente al Sistema Nacional de Servicios de Salud,Centro de Salud Familiar (CESFAM),Establecimiento de Salud,Centro de Salud Familiar Sarmiento,Municipal,Primario,7301,Curicó,NO,No Aplica,No Aplica,-34.93733,-71.19522,Público ,Vigente en operación habitual,Baja Complejidad,Atención Abierta-Ambulatoria
7,Región Del Maule,Perteneciente al Sistema Nacional de Servicios de Salud,Servicio de Urgencia Rural (SUR),Establecimiento de Salud,SUR Sarmiento,Municipal,Primario,7301,Curicó,SI,Urgencia Ambulatoria (SUR),No Aplica,-34.937184,-71.19523,Público ,Vigente en operación habitual,Baja Complejidad,Atención Abierta-Ambulatoria
7,Región Del Maule,Perteneciente al Sistema Nacional de Servicios de Salud,Posta de Salud Rural (PSR),Establecimiento de Salud,Posta de Salud Rural Iloca,Municipal,Primario,7303,Licantén,NO,No Aplica,No Aplica,-34.934335,-72.180503,Público ,Vigente en operación habitual,Baja Complejidad,Atención Abierta-Ambulatoria
7,Región Del Maule,Perteneciente al Sistema Nacional de Servicios de Salud,Servicio de Urgencia Rural (SUR),Establecimiento de Salud,SUR Iloca,Municipal,Primario,7303,Licanten,SI,Urgencia Ambulatoria (SUR),No Aplica,-34.934421,-72.18039,Público ,Vigente en operación habitual,Baja Complejidad,Atención Abierta-Ambulatoria
7,Región Del Maule,Perteneciente al Sistema Nacional de Servicios de Salud,Servicio de Urgencia Rural (SUR),Establecimiento de Salud,SUR Rauco,Municipal,Primario,7305,Rauco,SI,Urgencia Ambulatoria (SUR),No Aplica,-34.923461,-71.317285,Público ,Vigente en operación habitual,Baja Complejidad,Atención Abierta-Ambulatoria
7,Región Del Maule,Perteneciente al Sistema Nacional de Servicios de Salud,Centro de Salud Familiar (CESFAM),Establecimiento de Salud,Centro de Salud Familiar Rauco,Municipal,Primario,7305,Rauco,NO,No Aplica,No Aplica,-34.92345,-71.31737,Público ,Vigente en operación habitual,Baja Complejidad,Atención Abierta-Ambulatoria
7,Región Del Maule,Perteneciente al Sistema Nacional de Servicios de Salud,Posta de Salud Rural (PSR),Establecimiento de Salud,Posta de Salud Rural El Parrón,Municipal,Primario,7305,Rauco,NO,No Aplica,No Aplica,-34.92166,-71.50868,Público ,Vigente en operación habitual,Baja Complejidad,Atención Abierta-Ambulatoria
7,Región Del Maule,Perteneciente al Sistema Nacional de Servicios de Salud,Posta de Salud Rural (PSR),Establecimiento de Salud,Posta de Salud Rural Santa Blanca,Municipal,Primario,7308,Teno,NO,No Aplica,No Aplica,-34.9201,-71.0291,Público ,Vigente en operación habitual,Baja Complejidad,Atención Abierta-Ambulatoria
7,Región Del Maule,Perteneciente al Sistema Nacional de Servicios de Salud,Posta de Salud Rural (PSR),Establecimiento de Salud,Posta de Salud Rural Duao de Licantén,Municipal,Primario,7303,Licantén,NO,No Aplica,No Aplica,-34.88754,-72.17141,Público ,Vigente en operación habitual,Baja Complejidad,Atención Abierta-Ambulatoria
7,Región Del Maule,Perteneciente al Sistema Nacional de Servicios de Salud,Posta de Salud Rural (PSR),Establecimiento de Salud,Posta de Salud Rural El Plumero,Municipal,Primario,7305,Rauco,NO,No Aplica,No Aplica,-34.884253,-71.278953,Público ,Vigente en operación habitual,Baja Complejidad,Atención Abierta-Ambulatoria
7,Región Del Maule,Perteneciente al Sistema Nacional de Servicios de Salud,Servicio de Urgencia Rural (SUR),Establecimiento de Salud,SUR Vichuquén,Municipal,Primario,7309,Vichuquen,SI,Urgencia Ambulatoria (SUR),No Aplica,-34.878802,-71.994221,Público ,Vigente en operación habitual,Baja Complejidad,Atención Abierta-Ambulatoria
7,Región Del Maule,Perteneciente al Sistema Nacional de Servicios de Salud,Centro de Salud Familiar (CESFAM),Establecimiento de Salud,Centro de Salud Familiar Vichuquén,Municipal,Primario,7309,Vichuquén,NO,No Aplica,No Aplica,-34.87872,-71.99417,Público ,Vigente en operación habitual,Baja Complejidad,Atención Abierta-Ambulatoria
7,Región Del Maule,Perteneciente al Sistema Nacional de Servicios de Salud,Hospital,Establecimiento de Salud,Hospital de Teno,Servicio de Salud,Pendiente,7308,Teno,SI,Urgencia Hospitalaria (UEH),No Aplica,-34.87095,-71.16378,Público ,Vigente en operación habitual,Baja Complejidad,Atención Cerrada-Hospitalaria
7,Región Del Maule,Perteneciente al Sistema Nacional de Servicios de Salud,Posta de Salud Rural (PSR),Establecimiento de Salud,Posta de Salud Rural Espinalillo,Municipal,Primario,7302,Hualañé,NO,No Aplica,No Aplica,-34.874316,-71.865613,Público ,Vigente en operación habitual,Baja Complejidad,Atención Abierta-Ambulatoria
6,Región Del Libertador Gral. B. O'Higgins,Perteneciente al Sistema Nacional de Servicios de Salud,Posta de Salud Rural (PSR),Establecimiento de Salud,Posta de Salud Rural Huemul (Chimbarongo),Municipal,Primario,6303,Chimbarongo,NO,No Aplica,No Aplica,-34.85294,-70.96929,Público ,Vigente en operación habitual,Baja Complejidad,Atención Abierta-Ambulatoria
7,Región Del Maule,Perteneciente al Sistema Nacional de Servicios de Salud,Posta de Salud Rural (PSR),Establecimiento de Salud,Posta de Salud Rural Lipimávida,Municipal,Primario,7309,Vichuquén,NO,No Aplica,No Aplica,-34.84945,-72.14189,Público ,Vigente en operación habitual,Baja Complejidad,Atención Abierta-Ambulatoria
7,Región Del Maule,Perteneciente al Sistema Nacional de Servicios de Salud,Centro de Salud Familiar (CESFAM),Establecimiento de Salud,Centro de Salud Familiar Comalle,Municipal,Primario,7308,Teno,NO,No Aplica,No Aplica,-34.8478,-71.27054,Público ,Vigente en operación habitual,Baja Complejidad,Atención Abierta-Ambulatoria
7,Región Del Maule,Perteneciente al Sistema Nacional de Servicios de Salud,Posta de Salud Rural (PSR),Establecimiento de Salud,Posta de Salud Rural Raúl Folleraux,Municipal,Primario,7308,Teno,NO,No Aplica,No Aplica,-34.84004,-71.10383,Público ,Vigente en operación habitual,Baja Complejidad,Atención Abierta-Ambulatoria
6,Región Del Libertador Gral. B. O'Higgins,Perteneciente al Sistema Nacional de Servicios de Salud,Posta de Salud Rural (PSR),Establecimiento de Salud,Posta de Salud Rural Ranguil,Municipal,Primario,6304,Lolol,NO,No Aplica,No Aplica,-34.832617,-71.698581,Público ,Vigente en operación habitual,Baja Complejidad,Atención Abierta-Ambulatoria
7,Región Del Maule,Perteneciente al Sistema Nacional de Servicios de Salud,Centro de Salud Familiar (CESFAM),Establecimiento de Salud,Centro de Salud Familiar Morza,Municipal,Primario,7308,Teno,NO,No Aplica,No Aplica,-34.82228,-71.02083,Público ,Vigente en operación habitual,Baja Complejidad,Atención Abierta-Ambulatoria
7,Región Del Maule,Perteneciente al Sistema Nacional de Servicios de Salud,Servicio de Urgencia Rural (SUR),Establecimiento de Salud,SUR Morza,Municipal,Primario,7308,Teno,SI,Urgencia Ambulatoria (SUR),No Aplica,-34.822251,-71.020763,Público ,Vigente en operación habitual,Baja Complejidad,Atención Abierta-Ambulatoria
7,Región Del Maule,Perteneciente al Sistema Nacional de Servicios de Salud,Posta de Salud Rural (PSR),Establecimiento de Salud,Posta de Salud Rural Monterilla,Municipal,Primario,7308,Teno,NO,No Aplica,No Aplica,-34.822286,-71.069641,Público ,Vigente en operación habitual,Baja Complejidad,Atención Abierta-Ambulatoria
6,Región Del Libertador Gral. B. O'Higgins,Perteneciente al Sistema Nacional de Servicios de Salud,Posta de Salud Rural (PSR),Establecimiento de Salud,Posta de Salud Rural El Membrillo,Municipal,Primario,6304,Lolol,NO,No Aplica,No Aplica,-34.8056,-71.62767,Público ,Vigente en operación habitual,Baja Complejidad,Atención Abierta-Ambulatoria
6,Región Del Libertador Gral. B. O'Higgins,Perteneciente al Sistema Nacional de Servicios de Salud,Posta de Salud Rural (PSR),Establecimiento de Salud,Posta de Salud Rural Peor Es Nada,Municipal,Primario,6303,Chimbarongo,NO,No Aplica,No Aplica,-34.79151,-71.04498,Público ,Vigente en operación habitual,Baja Complejidad,Atención Abierta-Ambulatoria
6,Región Del Libertador Gral. B. O'Higgins,Perteneciente al Sistema Nacional de Servicios de Salud,Posta de Salud Rural (PSR),Establecimiento de Salud,Posta de Salud Rural Codegua,Municipal,Primario,6303,Chimbarongo,NO,No Aplica,No Aplica,-34.77133,-70.94791,Público ,Vigente en operación habitual,Baja Complejidad,Atención Abierta-Ambulatoria
6,Región Del Libertador Gral. B. O'Higgins,Perteneciente al Sistema Nacional de Servicios de Salud,Posta de Salud Rural (PSR),Establecimiento de Salud,Posta de Salud Rural San Pedro de Alcántara,Municipal,Primario,6206,Paredones,NO,No Aplica,No Aplica,-34.7708,-71.83608,Público ,Vigente en operación habitual,Baja Complejidad,Atención Abierta-Ambulatoria
6,Región Del Libertador Gral. B. O'Higgins,Perteneciente al Sistema Nacional de Servicios de Salud,Posta de Salud Rural (PSR),Establecimiento de Salud,Posta de Salud Rural Auquinco,Municipal,Primario,6302,Chepica,NO,No Aplica,No Aplica,-34.76967,-71.1902,Público ,Vigente en operación habitual,Baja Complejidad,Atención Abierta-Ambulatoria
7,Región Del Maule,Perteneciente al Sistema Nacional de Servicios de Salud,Posta de Salud Rural (PSR),Establecimiento de Salud,Posta de Salud Rural Rarín,Municipal,Primario,7309,Vichuquén,NO,No Aplica,No Aplica,-34.77287,-71.925358,Público ,Vigente en operación habitual,Baja Complejidad,Atención Abierta-Ambulatoria
6,Región Del Libertador Gral. B. O'Higgins,Perteneciente al Sistema Nacional de Servicios de Salud,Posta de Salud Rural (PSR),Establecimiento de Salud,Posta de Salud Rural Candelaria ( Chépica),Municipal,Primario,6302,Chepica,NO,No Aplica,No Aplica,-34.767257,-71.422754,Público ,Vigente en operación habitual,Baja Complejidad,Atención Abierta-Ambulatoria
7,Región Del Maule,Perteneciente al Sistema Nacional de Servicios de Salud,Posta de Salud Rural (PSR),Establecimiento de Salud,Posta de Salud Rural Llico de Vichuquén,Municipal,Primario,7309,Vichuquén,NO,No Aplica,No Aplica,-34.76472,-72.07862,Público ,Vigente en operación habitual,Baja Complejidad,Atención Abierta-Ambulatoria
6,Región Del Libertador Gral. B. O'Higgins,Perteneciente al Sistema Nacional de Servicios de Salud,Posta de Salud Rural (PSR),Establecimiento de Salud,Posta de Salud Rural Orilla de Auquinco,Municipal,Primario,6302,Chepica,NO,No Aplica,No Aplica,-34.74725,-71.19042,Público ,Vigente en operación habitual,Baja Complejidad,Atención Abierta-Ambulatoria
6,Región Del Libertador Gral. B. O'Higgins,Perteneciente al Sistema Nacional de Servicios de Salud,Centro de Salud Familiar (CESFAM),Establecimiento de Salud,Centro de Salud Familiar Chépica,Municipal,Primario,6302,Chepica,NO,No Aplica,No Aplica,-34.73351,-71.26817,Público ,Vigente en operación habitual,Baja Complejidad,Atención Abierta-Ambulatoria
6,Región Del Libertador Gral. B. O'Higgins,Perteneciente al Sistema Nacional de Servicios de Salud,Servicio de Urgencia Rural (SUR),Establecimiento de Salud,SUR Chépica,Municipal,Primario,6302,Chepica,SI,Urgencia Ambulatoria (SUR),No Aplica,-34.733507,-71.268165,Público ,Vigente en operación habitual,Baja Complejidad,Atención Abierta-Ambulatoria
6,Región Del Libertador Gral. B. O'Higgins,Perteneciente al Sistema Nacional de Servicios de Salud,Hospital,Establecimiento de Salud,Hospital de Lolol,Servicio de Salud,Pendiente,6304,Lolol,SI,Urgencia Hospitalaria (UEH),No Aplica,-34.72822,-71.64667,Público ,Vigente en operación habitual,Baja Complejidad,Atención Cerrada-Hospitalaria
6,Región Del Libertador Gral. B. O'Higgins,Perteneciente al Sistema Nacional de Servicios de Salud,Posta de Salud Rural (PSR),Establecimiento de Salud,Posta de Salud Rural La Cabaña,Municipal,Primario,6304,Lolol,NO,No Aplica,No Aplica,-34.72209,-71.56817,Público ,Vigente en operación habitual,Baja Complejidad,Atención Abierta-Ambulatoria
6,Región Del Libertador Gral. B. O'Higgins,No perteneciente al Sistema Nacional de Servicios de Salud,Laboratorio Clínico,Establecimiento de Salud,Laboratorio Clínico Salud Plus,Privado,No Aplica,6303,Chimbarongo,NO,No Aplica,No Aplica,-34.707392,-71.0418,Privado,Vigente en operación habitual,No Aplica,No Aplica
6,Región Del Libertador Gral. B. O'Higgins,No perteneciente al Sistema Nacional de Servicios de Salud,Centro de Diálisis,Establecimiento de Salud,Centro de Diálisis San José Chimbarongo,Privado,No Aplica,6303,Chimbarongo,NO,No Aplica,No Aplica,-34.702693,-71.038682,Privado,Vigente en operación habitual,Mediana Complejidad,Atención Abierta-Ambulatoria
6,Región Del Libertador Gral. B. O'Higgins,Perteneciente al Sistema Nacional de Servicios de Salud,Hospital,Establecimiento de Salud,Hospital Mercedes de Chimbarongo,Servicio de Salud,Pendiente,6303,Chimbarongo,SI,Urgencia Hospitalaria (UEH),No Aplica,-34.70251,-71.03664,Público ,Vigente en operación habitual,Baja Complejidad,Atención Cerrada-Hospitalaria
6,Región Del Libertador Gral. B. O'Higgins,Perteneciente al Sistema Nacional de Servicios de Salud,Posta de Salud Rural (PSR),Establecimiento de Salud,Posta de Salud Rural San Juan de La Sierra,Municipal,Primario,6303,Chimbarongo,NO,No Aplica,No Aplica,-34.69874,-70.92966,Público ,Vigente en operación habitual,Baja Complejidad,Atención Abierta-Ambulatoria
6,Región Del Libertador Gral. B. O'Higgins,Perteneciente al Sistema Nacional de Servicios de Salud,Posta de Salud Rural (PSR),Establecimiento de Salud,Posta de Salud Rural Quinahue,Municipal,Primario,6310,Santa Cruz,NO,No Aplica,No Aplica,-34.69254,-71.31729,Público ,Vigente en operación habitual,Baja Complejidad,Atención Abierta-Ambulatoria
7,Región Del Maule,Perteneciente al Sistema Nacional de Servicios de Salud,Posta de Salud Rural (PSR),Establecimiento de Salud,Posta de Salud Rural Boyeruca,Municipal,Primario,7309,Vichuquén,NO,No Aplica,No Aplica,-34.68829,-72.04825,Público ,Vigente en operación habitual,Baja Complejidad,Atención Abierta-Ambulatoria
6,Región Del Libertador Gral. B. O'Higgins,Perteneciente al Sistema Nacional de Servicios de Salud,Posta de Salud Rural (PSR),Establecimiento de Salud,Posta de Salud Rural Puente Negro,Municipal,Primario,6301,San Fernando,NO,No Aplica,No Aplica,-34.685018,-70.873413,Público ,Vigente en operación habitual,Baja Complejidad,Atención Abierta-Ambulatoria
6,Región Del Libertador Gral. B. O'Higgins,Perteneciente al Sistema Nacional de Servicios de Salud,Posta de Salud Rural (PSR),Establecimiento de Salud,Posta de Salud Rural Puquillay Bajo,Municipal,Primario,6305,Nancagua,NO,No Aplica,No Aplica,-34.68396,-71.20079,Público ,Vigente en operación habitual,Baja Complejidad,Atención Abierta-Ambulatoria
6,Región Del Libertador Gral. B. O'Higgins,Perteneciente al Sistema Nacional de Servicios de Salud,Posta de Salud Rural (PSR),Establecimiento de Salud,Posta de Salud Rural Puquillay Alto,Municipal,Primario,6305,Nancagua,NO,No Aplica,No Aplica,-34.67449,-71.18159,Público ,Vigente en operación habitual,Baja Complejidad,Atención Abierta-Ambulatoria
6,Región Del Libertador Gral. B. O'Higgins,Perteneciente al Sistema Nacional de Servicios de Salud,Posta de Salud Rural (PSR),Establecimiento de Salud,Posta de Salud Rural Guindo Alto,Municipal,Primario,6310,Santa Cruz,NO,No Aplica,No Aplica,-34.66773,-71.29579,Público ,Vigente en operación habitual,Baja Complejidad,Atención Abierta-Ambulatoria
6,Región Del Libertador Gral. B. O'Higgins,Perteneciente al Sistema Nacional de Servicios de Salud,Posta de Salud Rural (PSR),Establecimiento de Salud,Posta de Salud Rural Nilahue Cornejo,Municipal,Primario,6309,Pumanque,NO,No Aplica,No Aplica,-34.65564,-71.74047,Público ,Vigente en operación habitual,Baja Complejidad,Atención Abierta-Ambulatoria
6,Región Del Libertador Gral. B. O'Higgins,Perteneciente al Sistema Nacional de Servicios de Salud,Posta de Salud Rural (PSR),Establecimiento de Salud,Posta de Salud Rural La Dehesa,Municipal,Primario,6308,Placilla,NO,No Aplica,No Aplica,-34.65473,-71.11445,Público ,Vigente en operación habitual,Baja Complejidad,Atención Abierta-Ambulatoria
6,Región Del Libertador Gral. B. O'Higgins,Perteneciente al Sistema Nacional de Servicios de Salud,Posta de Salud Rural (PSR),Establecimiento de Salud,Posta de Salud Rural Tinguiririca,Municipal,Primario,6303,Chimbarongo,NO,No Aplica,No Aplica,-34.65204,-70.97634,Público ,Vigente en operación habitual,Baja Complejidad,Atención Abierta-Ambulatoria
6,Región Del Libertador Gral. B. O'Higgins,Perteneciente al Sistema Nacional de Servicios de Salud,Centro de Salud Familiar (CESFAM),Establecimiento de Salud,Centro de Salud Familiar Cunaco,Municipal,Primario,6305,Nancagua,NO,No Aplica,No Aplica,-34.65137,-71.28386,Público ,Vigente en operación habitual,Baja Complejidad,Atención Abierta-Ambulatoria
6,Región Del Libertador Gral. B. O'Higgins,Perteneciente al Sistema Nacional de Servicios de Salud,Hospital,Establecimiento de Salud,Hospital de Nancagua,Servicio de Salud,Pendiente,6305,Nancagua,SI,Urgencia Hospitalaria (UEH),No Aplica,-34.64979,-71.20487,Público ,Vigente en operación habitual,Baja Complejidad,Atención Cerrada-Hospitalaria
6,Región Del Libertador Gral. B. O'Higgins,Perteneciente al Sistema Nacional de Servicios de Salud,Posta de Salud Rural (PSR),Establecimiento de Salud,Posta de Salud Rural Agua Buena,Municipal,Primario,6301,San Fernando,NO,No Aplica,No Aplica,-34.650289,-70.852744,Público ,Vigente en operación habitual,Baja Complejidad,Atención Abierta-Ambulatoria
6,Región Del Libertador Gral. B. O'Higgins,Perteneciente al Sistema Nacional de Servicios de Salud,Posta de Salud Rural (PSR),Establecimiento de Salud,Posta de Salud Rural Bucalemu (Paredones),Municipal,Primario,6206,Paredones,NO,No Aplica,No Aplica,-34.64562,-72.03257,Público ,Vigente en operación habitual,Baja Complejidad,Atención Abierta-Ambulatoria
6,Región Del Libertador Gral. B. O'Higgins,No perteneciente al Sistema Nacional de Servicios de Salud,Laboratorio Clínico,Establecimiento de Salud,Laboratorio Clínico Análisis,Privado,No Aplica,6310,Santa Cruz,NO,No Aplica,No Aplica,-34.643197,-71.365644,Privado,Vigente en operación habitual,No Aplica,No Aplica
6,Región Del Libertador Gral. B. O'Higgins,Perteneciente al Sistema Nacional de Servicios de Salud,Centro de Salud Familiar (CESFAM),Establecimiento de Salud,Centro de Salud Familiar Paredones,Municipal,Primario,6206,Paredones,NO,No Aplica,No Aplica,-34.6428,-71.8987,Público ,Vigente en operación habitual,Baja Complejidad,Atención Abierta-Ambulatoria
6,Región Del Libertador Gral. B. O'Higgins,Perteneciente al Sistema Nacional de Servicios de Salud,Servicio de Urgencia Rural (SUR),Establecimiento de Salud,SUR Paredones,Municipal,Primario,6206,Paredones,SI,Urgencia Ambulatoria (SUR),No Aplica,-34.642803,-71.898699,Público ,Vigente en operación habitual,Baja Complejidad,Atención Abierta-Ambulatoria
6,Región Del Libertador Gral. B. O'Higgins,No perteneciente al Sistema Nacional de Servicios de Salud,Centro de Salud Privado,Establecimiento de Salud,Policlínico de la Asociación Chilena de Seguridad AChS Santa Cruz,Privado,Secundario,6310,Santa Cruz,NO,No Aplica,No Aplica,-34.64271,-71.365204,Privado,Vigente en operación habitual,Baja Complejidad,Atención Abierta-Ambulatoria
6,Región Del Libertador Gral. B. O'Higgins,No perteneciente al Sistema Nacional de Servicios de Salud,Centro de Salud Privado,Establecimiento de Salud,CENTRO CLINICO SANFURGO,Privado,Secundario,6310,Santa Cruz,NO,No Aplica,No Aplica,-34.64222,-71.365126,Privado,Vigente en operación habitual,Baja Complejidad,Atención Abierta-Ambulatoria
6,Región Del Libertador Gral. B. O'Higgins,No perteneciente al Sistema Nacional de Servicios de Salud,Centro de Salud Privado,Establecimiento de Salud,Centro Médico y Laboratorio Clínico Santa Cruz,Privado,Secundario,6310,Santa Cruz,NO,No Aplica,No Aplica,-34.641001,-71.366621,Privado,Vigente en operación habitual,Baja Complejidad,Atención Abierta-Ambulatoria
6,Región Del Libertador Gral. B. O'Higgins,No perteneciente al Sistema Nacional de Servicios de Salud,Laboratorio Clínico,Establecimiento de Salud,Laboratorio Centrolab,Privado,No Aplica,6310,Santa Cruz,NO,No Aplica,No Aplica,-34.640366,-71.368033,Privado,Vigente en operación habitual,No Aplica,No Aplica
6,Región Del Libertador Gral. B. O'Higgins,Perteneciente al Sistema Nacional de Servicios de Salud,Centro Comunitario de Salud Mental  (COSAM),Unidad de Atención,COSAM Santa Cruz,Municipal,Secundario,6310,Santa Cruz,NO,No Aplica,No Aplica,-34.640304,-71.370021,Público ,Vigente en operación habitual,Mediana Complejidad,Atención Abierta-Ambulatoria
