estrato,region,r1a,r1a_esp,r1a_esp_cod,s13,s13_fonasa
510913,5,1,,,1,-88.0
510913,5,1,,,2,
510913,5,1,,,2,
510913,5,1,,,2,
510913,5,1,,,2,
921014,9,1,,,1,1.0
921014,9,1,,,1,1.0
921014,9,1,,,1,1.0
921014,9,1,,,1,2.0
921014,9,1,,,1,1.0
921014,9,1,,,1,2.0
921014,9,1,,,1,2.0
921014,9,1,,,1,3.0
921014,9,1,,,1,1.0
1312712,13,1,,,1,2.0
1312712,13,1,,,2,
1312712,13,1,,,1,3.0
1312712,13,3,Perú,509.0,1,2.0
1312712,13,1,,,1,1.0
1312712,13,1,,,1,1.0
310111,3,1,,,1,3.0
310111,3,1,,,1,3.0
310111,3,1,,,1,3.0
310111,3,1,,,1,3.0
310111,3,1,,,1,4.0
310111,3,1,,,2,
310111,3,3,Perú,509.0,1,4.0
310111,3,1,,,1,4.0
310111,3,1,,,1,3.0
310111,3,1,,,1,3.0
310111,3,1,,,1,2.0
310111,3,1,,,1,1.0
310111,3,1,,,1,4.0
310111,3,1,,,1,4.0
310111,3,1,,,1,1.0
310111,3,1,,,1,2.0
310111,3,1,,,1,2.0
310111,3,1,,,1,2.0
310111,3,1,,,1,4.0
310111,3,3,Bolivia,502.0,4,
310111,3,1,,,1,-88.0
310111,3,3,Bolivia,502.0,4,
330224,3,1,,,1,2.0
330224,3,1,,,1,2.0
330224,3,1,,,1,2.0
330224,3,1,,,1,2.0
330224,3,1,,,1,1.0
330224,3,1,,,1,2.0
330224,3,1,,,4,
330224,3,1,,,1,2.0
330224,3,1,,,1,2.0
330224,3,1,,,1,2.0
330224,3,1,,,1,2.0
330224,3,1,,,-88,
330224,3,1,,,1,1.0
330224,3,1,,,1,1.0
330224,3,1,,,1,1.0
210113,2,1,,,2,
210113,2,1,,,2,
210113,2,2,,,2,
210113,2,1,,,2,
210113,2,1,,,2,
1310412,13,1,,,1,-88.0
1310412,13,1,,,1,-88.0
1310412,13,1,,,1,-88.0
1310412,13,1,,,2,
1310412,13,1,,,1,2.0
1310412,13,1,,,1,2.0
1310412,13,1,,,2,
1310412,13,1,,,2,
1310412,13,1,,,2,
1310412,13,1,,,1,-88.0
1310412,13,2,,,1,3.0
1310412,13,1,,,1,2.0
1310412,13,1,,,1,1.0
1310412,13,1,,,1,1.0
1310412,13,1,,,1,1.0
1310412,13,1,,,4,
1310412,13,1,,,1,-88.0
1310412,13,1,,,1,1.0
1310412,13,1,,,1,2.0
1310412,13,1,,,1,2.0
1313213,13,1,,,2,
1313213,13,1,,,2,
1313213,13,1,,,2,
1313213,13,1,,,2,
1313213,13,1,,,2,
1313213,13,1,,,2,
1313213,13,1,,,2,
1313213,13,1,,,2,
1313213,13,1,,,2,
1313213,13,1,,,2,
730112,7,1,,,1,2.0
730112,7,1,,,1,2.0
730112,7,1,,,1,2.0
730112,7,1,,,1,3.0
730112,7,1,,,1,2.0
730112,7,1,,,1,2.0
730112,7,1,,,1,2.0
730112,7,1,,,1,-88.0
730112,7,1,,,2,
730112,7,1,,,1,1.0
730112,7,1,,,1,1.0
730112,7,1,,,1,1.0
730112,7,1,,,1,3.0
730112,7,1,,,1,2.0
730112,7,1,,,1,2.0
730112,7,1,,,1,2.0
730112,7,1,,,1,1.0
730112,7,1,,,1,1.0
730112,7,1,,,1,-88.0
730112,7,1,,,1,-88.0
1630214,16,1,,,1,2.0
1630214,16,1,,,1,2.0
1630214,16,1,,,1,2.0
1630214,16,1,,,1,3.0
1630214,16,1,,,1,4.0
1630214,16,1,,,1,2.0
1630214,16,1,,,1,2.0
710512,7,3,Venezuela,513.0,1,3.0
710512,7,3,Venezuela,513.0,1,3.0
710512,7,3,Venezuela,513.0,1,1.0
710512,7,3,Venezuela,513.0,4,
710512,7,3,Perú,509.0,1,1.0
710512,7,1,,,1,1.0
710512,7,1,,,1,-88.0
710512,7,1,,,1,-88.0
710512,7,1,,,1,-88.0
710512,7,1,,,1,-88.0
710512,7,1,,,1,3.0
710512,7,1,,,1,1.0
710512,7,1,,,1,1.0
710512,7,1,,,1,1.0
710512,7,1,,,1,1.0
710512,7,1,,,1,1.0
710512,7,1,,,1,1.0
710512,7,1,,,1,2.0
710512,7,1,,,1,1.0
710512,7,1,,,1,2.0
710512,7,1,,,1,2.0
710512,7,1,,,1,2.0
710512,7,1,,,1,2.0
710611,7,1,,,1,1.0
710611,7,1,,,1,2.0
710611,7,1,,,1,2.0
710611,7,1,,,1,2.0
710611,7,1,,,1,1.0
710611,7,1,,,1,2.0
710611,7,1,,,1,2.0
710611,7,1,,,3,
710611,7,1,,,3,
710611,7,1,,,1,-88.0
1330213,13,1,,,1,4.0
1330213,13,1,,,1,4.0
1330213,13,1,,,1,4.0
1330213,13,1,,,1,4.0
1210114,12,1,,,1,-88.0
1210114,12,1,,,1,2.0
1210114,12,1,,,1,3.0
1210114,12,1,,,1,3.0
1210114,12,1,,,1,3.0
1210114,12,1,,,1,4.0
1210114,12,1,,,1,3.0
1210114,12,1,,,1,4.0
1210114,12,1,,,1,3.0
1210114,12,1,,,1,3.0
1210114,12,1,,,1,3.0
1210114,12,1,,,1,3.0
1210114,12,1,,,1,3.0
1210114,12,1,,,1,2.0
1210114,12,1,,,1,2.0
1312313,13,1,,,2,
1312313,13,1,,,2,
1312313,13,1,,,2,
1310814,13,1,,,1,2.0
1310814,13,1,,,3,
1310814,13,1,,,3,
1310814,13,1,,,3,
1310814,13,1,,,3,
1310814,13,1,,,3,
1310814,13,1,,,3,
911217,9,1,,,1,2.0
911217,9,1,,,1,2.0
911217,9,1,,,1,2.0
911217,9,1,,,1,1.0
911217,9,1,,,1,1.0
911217,9,1,,,1,1.0
911217,9,1,,,1,1.0
911217,9,1,,,1,1.0
911217,9,1,,,1,1.0
911217,9,1,,,1,1.0
911217,9,1,,,1,3.0
911217,9,1,,,1,-88.0
911217,9,1,,,1,3.0
911217,9,1,,,1,3.0
911217,9,1,,,1,2.0
911217,9,1,,,1,2.0
911217,9,1,,,1,2.0
1010112,10,1,,,1,2.0
1010112,10,1,,,3,
1010112,10,1,,,3,
1010112,10,1,,,1,-88.0
1010112,10,1,,,1,1.0
1010112,10,1,,,1,2.0
1010112,10,1,,,1,1.0
1010112,10,1,,,1,1.0
1010112,10,1,,,1,2.0
1010112,10,1,,,1,2.0
1010112,10,1,,,1,2.0
1010112,10,1,,,1,4.0
1010112,10,1,,,1,1.0
1010112,10,1,,,1,3.0
1010112,10,1,,,1,3.0
1310116,13,1,,,1,-88.0
1310116,13,1,,,2,
1310116,13,1,,,1,4.0
1310116,13,1,,,1,1.0
1510112,15,1,,,1,2.0
1510112,15,1,,,1,2.0
1510112,15,1,,,1,2.0
1510112,15,1,,,1,2.0
1510112,15,1,,,1,2.0
1510112,15,1,,,1,1.0
1510112,15,1,,,1,2.0
1510112,15,1,,,1,4.0
1510112,15,1,,,1,1.0
1510112,15,3,Cuba,407.0,1,2.0
1510112,15,1,,,1,2.0
1510112,15,1,,,1,2.0
1510112,15,1,,,2,
1510112,15,1,,,1,2.0
1510112,15,1,,,1,1.0
1510112,15,1,,,1,1.0
1510112,15,1,,,1,2.0
1510112,15,1,,,1,1.0
1510112,15,1,,,1,3.0
1510112,15,1,,,1,3.0
1510112,15,1,,,1,1.0
1510112,15,1,,,1,2.0
1510112,15,1,,,1,2.0
1311513,13,1,,,2,
1311513,13,1,,,2,
1311513,13,1,,,2,
1311513,13,1,,,2,
1311513,13,1,,,2,
1311513,13,1,,,2,
1311513,13,1,,,2,
1311513,13,2,,,2,
1311513,13,1,,,2,
1311513,13,1,,,2,
1311513,13,1,,,2,
1311513,13,1,,,2,
810914,8,1,,,1,1.0
810914,8,1,,,1,2.0
810914,8,1,,,1,1.0
810914,8,1,,,1,3.0
810914,8,1,,,1,3.0
810914,8,1,,,1,3.0
810914,8,1,,,1,1.0
810914,8,1,,,1,1.0
810914,8,1,,,1,2.0
810914,8,1,,,1,2.0
810914,8,1,,,1,2.0
810914,8,1,,,1,2.0
810914,8,1,,,1,2.0
810914,8,1,,,1,2.0
810914,8,1,,,1,1.0
810914,8,1,,,1,4.0
810914,8,1,,,1,1.0
810914,8,1,,,1,1.0
810914,8,1,,,1,1.0
710112,7,1,,,2,
710112,7,1,,,2,
710112,7,1,,,2,
710112,7,1,,,2,
710112,7,1,,,2,
710112,7,1,,,2,
710112,7,1,,,2,
710112,7,1,,,1,4.0
710112,7,1,,,1,4.0
710112,7,1,,,1,2.0
1410113,14,1,,,1,4.0
1410113,14,1,,,3,
1410113,14,1,,,1,4.0
1410113,14,1,,,1,4.0
1410113,14,1,,,1,1.0
1410113,14,1,,,1,4.0
1410113,14,1,,,1,3.0
1410113,14,1,,,4,
1410113,14,1,,,1,3.0
1410113,14,1,,,1,3.0
1410113,14,1,,,1,3.0
1410113,14,1,,,1,4.0
1410113,14,1,,,1,4.0
1410113,14,1,,,1,4.0
1410113,14,1,,,1,4.0
1410113,14,1,,,1,1.0
1410113,14,1,,,2,
1410113,14,1,,,1,4.0
1410113,14,1,,,1,4.0
1410113,14,1,,,1,4.0
1410113,14,1,,,1,4.0
1410113,14,1,,,1,1.0
730113,7,3,Venezuela,513.0,1,2.0
730113,7,3,Venezuela,513.0,1,2.0
730113,7,1,,,1,1.0
730113,7,1,,,1,1.0
730113,7,1,,,1,3.0
730113,7,1,,,1,2.0
730113,7,1,,,1,2.0
730113,7,1,,,1,-88.0
730113,7,1,,,1,4.0
730113,7,1,,,1,-88.0
730113,7,1,,,1,-88.0
730113,7,1,,,1,-88.0
730113,7,1,,,1,2.0
730113,7,1,,,1,2.0
730113,7,1,,,1,2.0
730113,7,1,,,2,
730113,7,1,,,1,-88.0
730113,7,1,,,1,-88.0
730113,7,1,,,1,2.0
730113,7,1,,,1,2.0
730113,7,1,,,1,4.0
730113,7,1,,,1,2.0
580412,5,1,,,1,4.0
580412,5,1,,,1,2.0
580412,5,1,,,1,2.0
580412,5,1,,,1,2.0
580412,5,1,,,1,2.0
580412,5,3,Haití,413.0,1,2.0
580412,5,3,Haití,413.0,1,2.0
580412,5,1,,,1,3.0
580412,5,3,Haití,413.0,1,3.0
580412,5,1,,,1,1.0
580412,5,1,,,1,1.0
580412,5,1,,,1,1.0
580412,5,1,,,1,4.0
1410814,14,1,,,1,2.0
1410814,14,1,,,1,2.0
1410814,14,1,,,1,3.0
1410814,14,1,,,1,2.0
1410814,14,1,,,1,2.0
1410814,14,1,,,1,1.0
1410814,14,1,,,1,2.0
1410814,14,1,,,1,1.0
1410814,14,1,,,-88,
1410814,14,3,Venezuela,513.0,1,2.0
1410814,14,1,,,2,
1410814,14,1,,,2,
1410814,14,1,,,2,
1410814,14,1,,,2,
1410814,14,1,,,2,
1410814,14,1,,,2,
1410814,14,1,,,1,2.0
1311914,13,1,,,1,-88.0
1311914,13,1,,,1,-88.0
1311914,13,1,,,1,-88.0
1311914,13,1,,,1,2.0
1311914,13,1,,,1,2.0
1311914,13,1,,,1,-88.0
1311914,13,1,,,1,4.0
1311914,13,1,,,1,4.0
1311914,13,1,,,1,4.0
1311914,13,1,,,2,
1311914,13,1,,,1,2.0
1311914,13,1,,,1,4.0
912017,9,1,,,1,4.0
912017,9,1,,,2,
912017,9,1,,,2,
912017,9,1,,,2,
560324,5,1,,,1,2.0
560324,5,1,,,1,1.0
560324,5,1,,,1,1.0
560324,5,1,,,1,1.0
560324,5,1,,,1,2.0
560324,5,1,,,1,2.0
560324,5,1,,,1,2.0
560324,5,1,,,1,2.0
560324,5,1,,,1,2.0
560324,5,1,,,1,3.0
560324,5,1,,,1,3.0
560324,5,1,,,1,3.0
560324,5,1,,,1,3.0
560324,5,1,,,1,2.0
560324,5,1,,,1,2.0
560324,5,1,,,1,2.0
560324,5,1,,,1,2.0
560324,5,1,,,1,2.0
560324,5,1,,,1,3.0
560324,5,1,,,1,2.0
510113,5,1,,,2,
510113,5,1,,,1,2.0
510113,5,1,,,1,2.0
510113,5,1,,,1,2.0
510113,5,1,,,1,2.0
510113,5,1,,,2,
510113,5,1,,,2,
510113,5,1,,,1,3.0
510113,5,1,,,1,1.0
510113,5,1,,,2,
510113,5,1,,,1,4.0
510113,5,1,,,1,4.0
510113,5,1,,,2,
510113,5,1,,,2,
510113,5,1,,,2,
510113,5,1,,,2,
1310116,13,3,Venezuela,513.0,1,4.0
1310116,13,3,Venezuela,513.0,1,4.0
1310116,13,3,Venezuela,513.0,1,2.0
1310116,13,3,Venezuela,513.0,4,
1310116,13,3,Venezuela,513.0,4,
1310116,13,1,,,3,
1310116,13,1,,,1,1.0
1310116,13,3,Venezuela,513.0,1,3.0
1310116,13,3,Venezuela,513.0,1,3.0
1310116,13,1,,,2,
1310116,13,1,,,2,
1311112,13,1,,,1,1.0
1311112,13,1,,,1,4.0
1311112,13,1,,,1,-88.0
1311112,13,1,,,1,2.0
1311112,13,1,,,1,2.0
1311112,13,1,,,1,1.0
1311112,13,1,,,1,-88.0
1311112,13,1,,,1,-88.0
1311112,13,1,,,1,1.0
1311112,13,1,,,1,-88.0
1311112,13,1,,,1,1.0
1311112,13,1,,,1,-88.0
1311112,13,1,,,1,-88.0
1311112,13,1,,,1,-88.0
1311112,13,1,,,1,-88.0
1312513,13,1,,,2,
1312513,13,1,,,1,-88.0
1312513,13,1,,,2,
1312513,13,1,,,1,-88.0
1312017,13,1,,,1,3.0
1312017,13,1,,,1,3.0
1312017,13,1,,,1,2.0
710321,7,1,,,1,3.0
710321,7,1,,,1,3.0
710321,7,1,,,1,3.0
710321,7,1,,,1,1.0
710321,7,1,,,1,2.0
710321,7,1,,,1,2.0
710321,7,1,,,1,2.0
710321,7,1,,,1,2.0
710321,7,1,,,1,1.0
710321,7,1,,,1,3.0
710321,7,1,,,1,2.0
710321,7,1,,,1,-88.0
710321,7,1,,,-88,
710321,7,1,,,1,-88.0
710321,7,1,,,1,1.0
710321,7,1,,,1,2.0
710321,7,1,,,1,2.0
710321,7,1,,,1,3.0
710321,7,1,,,1,3.0
710321,7,1,,,1,3.0
921124,9,1,,,1,1.0
921124,9,1,,,1,2.0
921124,9,1,,,4,
921124,9,1,,,1,1.0
921124,9,1,,,1,1.0
921124,9,1,,,1,1.0
921124,9,1,,,1,1.0
921124,9,1,,,1,1.0
921124,9,1,,,1,1.0
921124,9,1,,,1,1.0
921124,9,1,,,1,2.0
921124,9,1,,,1,1.0
921124,9,1,,,1,1.0
921124,9,1,,,1,1.0
921124,9,1,,,1,1.0
921124,9,1,,,1,2.0
921124,9,1,,,1,2.0
921124,9,1,,,1,1.0
921124,9,1,,,1,1.0
921124,9,1,,,1,1.0
921124,9,1,,,1,1.0
921124,9,1,,,1,1.0
921124,9,1,,,1,1.0
921124,9,1,,,1,2.0
921124,9,1,,,1,2.0
430421,4,1,,,4,
430421,4,1,,,4,
430421,4,1,,,1,-88.0
430421,4,1,,,1,-88.0
430421,4,1,,,1,-88.0
430421,4,1,,,1,2.0
430421,4,1,,,1,2.0
430421,4,1,,,1,-88.0
430421,4,1,,,1,-88.0
430421,4,1,,,1,3.0
430421,4,1,,,1,-88.0
430421,4,1,,,1,-88.0
430421,4,1,,,1,2.0
430421,4,1,,,1,2.0
430421,4,1,,,1,2.0
430421,4,1,,,1,2.0
430421,4,1,,,1,2.0
430421,4,1,,,4,
430421,4,1,,,-88,
430421,4,1,,,1,1.0
430421,4,1,,,1,1.0
430421,4,1,,,4,
430421,4,1,,,1,-88.0
410111,4,1,,,1,2.0
410111,4,1,,,1,2.0
410111,4,1,,,1,2.0
410111,4,1,,,1,2.0
410111,4,1,,,1,1.0
410111,4,1,,,1,3.0
410111,4,1,,,1,1.0
410111,4,1,,,1,1.0
410111,4,1,,,1,3.0
410111,4,1,,,1,3.0
410111,4,1,,,1,3.0
410111,4,1,,,1,2.0
410111,4,1,,,1,1.0
410111,4,1,,,1,1.0
410111,4,1,,,1,2.0
410111,4,1,,,1,2.0
410111,4,1,,,1,3.0
410111,4,1,,,1,2.0
410111,4,1,,,1,2.0
410111,4,1,,,1,2.0
410111,4,1,,,2,
410111,4,1,,,1,1.0
410111,4,1,,,1,1.0
1610112,16,1,,,1,4.0
1610112,16,1,,,1,4.0
1610112,16,1,,,1,1.0
1610112,16,1,,,1,1.0
1610112,16,1,,,1,1.0
1610112,16,1,,,1,1.0
1610112,16,1,,,1,1.0
1610112,16,1,,,1,1.0
1610112,16,1,,,1,1.0
1610112,16,1,,,1,1.0
1610112,16,1,,,1,1.0
1610112,16,1,,,1,2.0
1610112,16,1,,,1,2.0
1610112,16,1,,,1,2.0
1610112,16,1,,,1,1.0
1610112,16,1,,,1,1.0
1610112,16,1,,,1,2.0
1610112,16,1,,,1,2.0
1320113,13,1,,,1,1.0
1320113,13,1,,,1,1.0
1320113,13,1,,,1,1.0
1320113,13,1,,,1,1.0
1320113,13,1,,,1,3.0
1320113,13,1,,,1,3.0
1320113,13,1,,,1,2.0
1320113,13,1,,,1,2.0
1620721,16,1,,,1,1.0
1620721,16,1,,,1,1.0
1620721,16,1,,,1,1.0
1620721,16,1,,,1,2.0
1620721,16,1,,,1,2.0
1620721,16,1,,,1,4.0
1620721,16,1,,,1,1.0
1620721,16,1,,,1,2.0
1620721,16,1,,,1,2.0
1620721,16,1,,,1,1.0
1620721,16,1,,,1,1.0
1620721,16,1,,,1,1.0
1620721,16,1,,,1,1.0
1620721,16,1,,,1,2.0
1620721,16,1,,,1,2.0
1620721,16,1,,,1,2.0
1620721,16,1,,,1,2.0
1620721,16,1,,,1,1.0
1620721,16,1,,,1,2.0
1620721,16,1,,,1,2.0
1620721,16,1,,,1,2.0
1310116,13,1,,,1,2.0
1310116,13,1,,,1,4.0
1310116,13,1,,,1,1.0
1310116,13,3,Colombia,505.0,4,
1310116,13,3,Colombia,505.0,1,2.0
1310116,13,3,Colombia,505.0,1,2.0
1310116,13,1,,,1,2.0
110711,1,1,,,1,4.0
110711,1,1,,,1,1.0
110711,1,1,,,1,1.0
110711,1,1,,,1,2.0
110711,1,3,Perú,509.0,1,2.0
110711,1,3,Perú,509.0,1,2.0
110711,1,3,Perú,509.0,1,2.0
110711,1,3,Perú,509.0,1,1.0
110711,1,3,Perú,509.0,4,
110711,1,1,,,1,1.0
110711,1,1,,,1,1.0
110711,1,1,,,2,
110711,1,1,,,1,-88.0
110711,1,1,,,1,1.0
610112,6,1,,,1,2.0
610112,6,1,,,1,4.0
610112,6,1,,,2,
610112,6,1,,,2,
610112,6,1,,,2,
610112,6,1,,,2,
610112,6,1,,,1,-88.0
610112,6,1,,,1,-88.0
610112,6,1,,,1,4.0
610112,6,1,,,1,4.0
610112,6,1,,,1,2.0
610112,6,1,,,2,
610112,6,1,,,2,
610112,6,1,,,2,
610112,6,1,,,2,
1020914,10,1,,,1,2.0
1020914,10,1,,,1,2.0
1020914,10,1,,,1,-88.0
1020914,10,1,,,1,2.0
1020914,10,1,,,1,3.0
1020914,10,1,,,1,2.0
1020914,10,1,,,1,2.0
1020914,10,1,,,1,2.0
1020914,10,1,,,1,2.0
1020914,10,1,,,1,2.0
1020914,10,1,,,1,2.0
1020914,10,1,,,1,-88.0
1020914,10,1,,,1,3.0
1020914,10,1,,,1,3.0
1020914,10,1,,,1,2.0
1020914,10,1,,,1,2.0
1510112,15,1,,,1,3.0
1510112,15,1,,,1,3.0
1510112,15,1,,,1,3.0
1510112,15,1,,,1,3.0
1510112,15,1,,,1,1.0
1510112,15,1,,,1,1.0
1510112,15,1,,,1,2.0
1510112,15,1,,,1,2.0
1510112,15,1,,,1,2.0
1510112,15,1,,,1,2.0
1510112,15,1,,,1,2.0
1510112,15,1,,,1,2.0
1510112,15,1,,,1,2.0
1510112,15,1,,,1,3.0
1510112,15,1,,,1,3.0
1510112,15,1,,,1,3.0
1510112,15,1,,,1,1.0
1510112,15,1,,,1,1.0
1510112,15,3,Bolivia,502.0,1,1.0
1510112,15,1,,,1,2.0
1510112,15,1,,,1,2.0
1510112,15,1,,,1,2.0
1510112,15,1,,,1,2.0
1510112,15,1,,,1,2.0
1510112,15,1,,,1,1.0
1510112,15,1,,,1,1.0
1420126,14,1,,,1,2.0
1420126,14,1,,,1,2.0
1420126,14,1,,,1,1.0
1420126,14,1,,,1,1.0
1420126,14,1,,,1,4.0
1420126,14,1,,,1,4.0
1420126,14,1,,,1,4.0
1420126,14,1,,,1,-88.0
1420126,14,1,,,1,1.0
1420126,14,1,,,1,2.0
1420126,14,1,,,1,1.0
1420126,14,1,,,1,1.0
1420126,14,1,,,1,1.0
1420126,14,1,,,1,1.0
1420126,14,1,,,1,1.0
1420126,14,1,,,1,1.0
1420126,14,1,,,1,2.0
1420126,14,1,,,1,1.0
1420126,14,1,,,1,2.0
1420126,14,1,,,1,2.0
1420126,14,1,,,1,2.0
1420126,14,1,,,1,2.0
1420126,14,1,,,1,3.0
1420126,14,1,,,1,2.0
1420126,14,1,,,1,2.0
1420126,14,1,,,1,2.0
1420126,14,1,,,1,2.0
1420126,14,1,,,1,2.0
1420126,14,1,,,1,2.0
1420126,14,1,,,1,2.0
1420126,14,1,,,1,1.0
1420126,14,1,,,1,2.0
1420126,14,1,,,1,2.0
540424,5,1,,,1,2.0
540424,5,1,,,1,2.0
540424,5,1,,,1,1.0
540424,5,1,,,1,1.0
540424,5,1,,,1,1.0
540424,5,1,,,1,1.0
540424,5,1,,,1,1.0
540424,5,1,,,4,
540424,5,1,,,1,1.0
540424,5,1,,,4,
540424,5,1,,,4,
540424,5,1,,,4,
540424,5,1,,,4,
1312017,13,1,,,2,
1312017,13,1,,,2,
1312017,13,1,,,3,
1312017,13,1,,,4,
1312017,13,1,,,2,
1312017,13,1,,,2,
1312017,13,1,,,2,
1312017,13,1,,,2,
1312017,13,1,,,1,-88.0
1312017,13,1,,,2,
1312017,13,1,,,2,
1312017,13,3,Colombia,505.0,2,
1312017,13,1,,,2,
1312017,13,1,,,2,
1312017,13,1,,,1,3.0
1312017,13,1,,,1,3.0
530116,5,1,,,1,4.0
530116,5,1,,,1,4.0
530116,5,1,,,1,3.0
530116,5,1,,,1,3.0
530116,5,1,,,1,2.0
530116,5,1,,,1,2.0
530116,5,1,,,1,-88.0
530116,5,1,,,1,-88.0
530116,5,1,,,1,1.0
530116,5,1,,,1,2.0
530116,5,1,,,1,3.0
530116,5,1,,,1,2.0
530116,5,1,,,1,2.0
1420111,14,1,,,1,2.0
1420111,14,1,,,1,1.0
1420111,14,1,,,1,2.0
1420111,14,1,,,1,2.0
1420111,14,1,,,1,2.0
1420111,14,1,,,1,2.0
1420111,14,1,,,1,4.0
1420111,14,1,,,1,1.0
1420111,14,1,,,1,4.0
1420111,14,1,,,1,4.0
1420111,14,1,,,1,4.0
1420111,14,1,,,1,4.0
1420111,14,1,,,1,2.0
1420111,14,1,,,1,2.0
1420111,14,1,,,1,2.0
1420111,14,1,,,1,2.0
1420111,14,1,,,1,2.0
1420111,14,1,,,1,2.0
110113,1,1,,,1,4.0
110113,1,3,Perú,509.0,1,1.0
110113,1,1,,,1,2.0
310112,3,1,,,4,
310112,3,1,,,4,
310112,3,1,,,2,
310112,3,1,,,2,
310112,3,1,,,1,-88.0
310112,3,1,,,1,3.0
310112,3,1,,,1,-88.0
310112,3,1,,,2,
310112,3,1,,,1,2.0
310112,3,1,,,1,1.0
310112,3,1,,,1,4.0
310112,3,1,,,1,4.0
310112,3,1,,,2,
310112,3,1,,,2,
310112,3,1,,,2,
310112,3,1,,,2,
310112,3,1,,,2,
310112,3,1,,,2,
310112,3,1,,,2,
310112,3,1,,,2,
1311814,13,1,,,1,-88.0
1311814,13,1,,,1,-88.0
1311814,13,1,,,1,-88.0
1311814,13,1,,,-88,
1311814,13,1,,,1,-88.0
1311814,13,1,,,1,-88.0
1311814,13,1,,,1,-88.0
1311814,13,1,,,1,2.0
1311814,13,1,,,1,2.0
1311814,13,1,,,1,2.0
1311814,13,1,,,1,1.0
1311814,13,1,,,2,
1311814,13,1,,,2,
1311814,13,1,,,2,
1311814,13,1,,,2,
430221,4,1,,,1,1.0
430221,4,1,,,1,1.0
430221,4,1,,,1,1.0
430221,4,1,,,1,1.0
430221,4,1,,,4,
430221,4,1,,,1,2.0
430221,4,1,,,1,2.0
430221,4,1,,,1,1.0
430221,4,1,,,1,-88.0
430221,4,1,,,1,2.0
430221,4,1,,,1,2.0
430221,4,1,,,5,
430221,4,1,,,1,1.0
430221,4,1,,,1,2.0
820516,8,1,,,1,2.0
820516,8,1,,,1,2.0
820516,8,1,,,1,2.0
820516,8,1,,,1,2.0
820516,8,1,,,2,
820516,8,1,,,1,1.0
820516,8,1,,,1,1.0
820516,8,1,,,1,2.0
820516,8,1,,,5,
820516,8,1,,,1,2.0
820516,8,1,,,1,2.0
820516,8,1,,,1,-88.0
820516,8,1,,,1,2.0
820516,8,1,,,1,2.0
1010526,10,1,,,1,3.0
1010526,10,1,,,1,3.0
1010526,10,1,,,1,3.0
1010526,10,1,,,1,3.0
1010526,10,1,,,1,2.0
1010526,10,1,,,1,2.0
1010526,10,1,,,1,2.0
1010526,10,1,,,1,2.0
1010526,10,1,,,2,
1010526,10,1,,,2,
1010526,10,1,,,2,
1010526,10,1,,,2,
1010526,10,1,,,1,2.0
1010526,10,1,,,1,3.0
1010526,10,1,,,1,1.0
1010526,10,1,,,1,1.0
1010526,10,1,,,1,4.0
1010526,10,1,,,1,3.0
1010526,10,1,,,1,3.0
1010526,10,1,,,1,3.0
1010526,10,1,,,1,1.0
1010526,10,1,,,1,3.0
1010526,10,1,,,1,3.0
1010526,10,1,,,1,1.0
1010526,10,1,,,1,1.0
110112,1,1,,,1,1.0
110112,1,1,,,1,1.0
110112,1,1,,,1,1.0
110112,1,1,,,1,1.0
110112,1,3,Colombia,505.0,1,1.0
110112,1,3,Colombia,505.0,1,1.0
110112,1,3,Bolivia,502.0,1,1.0
110112,1,1,,,1,1.0
110112,1,1,,,1,3.0
110112,1,1,,,1,3.0
110112,1,1,,,1,3.0
110112,1,3,Perú,509.0,1,2.0
110112,1,1,,,1,2.0
110112,1,1,,,1,2.0
110112,1,3,Perú,509.0,1,2.0
110112,1,3,Bolivia,502.0,1,2.0
110112,1,1,,,1,2.0
110112,1,1,,,1,2.0
110112,1,1,,,1,2.0
110112,1,3,Venezuela,513.0,1,2.0
110112,1,3,Venezuela,513.0,1,1.0
210113,2,1,,,2,
1510221,15,1,,,1,2.0
1510221,15,1,,,1,2.0
1510221,15,1,,,1,2.0
1510221,15,1,,,2,
1510221,15,1,,,1,2.0
1510221,15,1,,,1,2.0
1510221,15,1,,,1,4.0
1510221,15,1,,,1,4.0
1510221,15,1,,,1,4.0
1510221,15,1,,,1,2.0
1510221,15,1,,,1,2.0
1510221,15,1,,,1,2.0
1510221,15,1,,,1,3.0
1510221,15,3,Bolivia,502.0,1,1.0
1510221,15,1,,,1,1.0
1510221,15,1,,,1,1.0
1510221,15,1,,,1,1.0
1510221,15,1,,,1,1.0
1510221,15,1,,,1,1.0
1510221,15,3,Bolivia,502.0,1,2.0
1510221,15,3,Bolivia,502.0,1,1.0
1510221,15,1,,,1,1.0
1510221,15,1,,,1,1.0
1510221,15,1,,,1,2.0
1510221,15,1,,,1,2.0
1510221,15,1,,,1,2.0
1510221,15,1,,,1,2.0
830921,8,1,,,1,2.0
830921,8,1,,,1,3.0
830921,8,1,,,1,4.0
830921,8,1,,,1,3.0
830921,8,1,,,1,3.0
830921,8,1,,,1,1.0
830921,8,1,,,1,1.0
830921,8,1,,,1,1.0
830921,8,1,,,1,1.0
830921,8,1,,,1,1.0
830921,8,1,,,1,1.0
830921,8,1,,,1,1.0
830921,8,1,,,1,1.0
830921,8,1,,,1,1.0
830921,8,1,,,1,-88.0
830921,8,1,,,1,4.0
830921,8,1,,,1,-88.0
811212,8,1,,,1,2.0
